"","actor","location","start_date","end_date","ended","est_fat","org"
"1558","Jiddo subclan of Digil clan","Somalia","2000-05-20","2002-01-26",1,28,3
"1559","Xawaadle clan","Somalia","1993-09-10","1994-05-02",1,38,3
"1560","Marehan subclan of Sede clan","Somalia","1993-01-13","1993-01-13",1,30,3
"1561","Marehan subclan of Sede clan","Somalia","1993-01-13","1995-07-08",1,31,3
"1562","Xawaadle clan","Somalia","2000-08-08","2000-09-24",1,62,3
"1563","SNM - 'Calan cas'","Somalia","1992-01-20","1992-08-31",1,2500,1
"1564","USC/SNA","Somalia","1992-04-28","",0,60,1
"1565","USC/SNA","Somalia","1992-04-28","1993-02-01",1,39,1
"1566","SNF","Somalia","1999-04-07","1999-09-17",1,51,1
"1567","SPM/SNA","Somalia","1992-05-10","",0,300,1
"1568","SPM/SNA","Somalia","1992-05-10","",0,184,1
"1569","SPM/SNA","Somalia","1992-05-10","1994-02-24",1,30,1
"1570","SSDF","Somalia","1992-06-19","1992-06-30",1,625,1
"1571","USC/SNA","Somalia","1999-07-25","1999-10-04",1,35,1
"1572","USC/SNA","Somalia","1995-10-11","",0,103,1
"1573","USC/SNA","Somalia","1995-10-11","",0,104,1
"1574","USC/SNA","Somalia","1995-10-11","",0,41,1
"1575","USC/SNA","Somalia","1995-10-11","",0,72,1
"1576","USC/SNA","Somalia","1995-10-11","1999-10-16",1,107,1
"1577","USC/SNA","Somalia","1993-01-08","1993-01-08",1,200,1
"1578","USC/SNA - OA","Somalia","1995-02-26","",0,31,1
"1579","USC/SNA - OA","Somalia","1995-02-26","",0,361,1
"1580","USC/SNA - OA","Somalia","1995-02-26","1997-05-06",1,39,1
"1581","USC-PM","Somalia","1995-04-10","1995-04-10",1,46,1
"1582","ANC - 'Reds'","South Africa","1993-01-23","1993-11-17",1,30,1
"1583","Supporters of AZAPO","South Africa","1990-03-26","1990-12-08",1,32,2
"1584","Codeta","South Africa","1994-10-16","1996-11-30",1,71,1
"1585","Supporters of IFP","South Africa","1989-01-06","",0,65,2
"1586","Supporters of IFP","South Africa","1989-01-06","",0,899,2
"1587","Supporters of IFP","South Africa","1989-01-06","",0,615,2
"1588","Supporters of IFP","South Africa","1989-01-06","",0,650,2
"1589","Supporters of IFP","South Africa","1989-01-06","",0,612,2
"1590","Supporters of IFP","South Africa","1989-01-06","",0,421,2
"1591","Supporters of IFP","South Africa","1989-01-06","",0,143,2
"1592","Supporters of IFP","South Africa","1989-01-06","1996-12-28",1,55,2
"1593","Supporters of UDF","South Africa","1989-01-04","",0,161,2
"1594","Supporters of UDF","South Africa","1989-01-04","1990-12-31",1,312,2
"1595","Mgodini clan","South Africa","1993-10-09","1993-10-20",1,26,3
"1596","Supporters of UDM","South Africa","1997-05-08","1998-08-30",1,29,2
"1597","Uwusa","South Africa","1989-04-15","1996-09-23",1,30,1
"1598","Webta","South Africa","1991-03-15","1991-11-12",1,31,3
"1599","LTTE","Sri Lanka","1989-09-28","1989-12-27",1,225,1
"1600","PLOTE","Sri Lanka","1989-05-21","",0,51,1
"1601","PLOTE","Sri Lanka","1989-05-21","1990-01-04",1,50,1
"1602","Awlad al-Zuid clan","Sudan","1993-07-30","1993-07-30",1,108,3
"1603","Awlad al-Zuid clan","Sudan","1993-07-30","2014-11-27",1,324,3
"1604","Zaghawa","Sudan","2001-05-31","2001-05-31",1,70,3
"1605","Nuer","Sudan","1996-06-04","1997-11-27",1,35,3
"1606","Nuer","Sudan","1996-06-04","",0,228,3
"1607","Nuer","Sudan, South Sudan","1996-06-04","2011-10-21",1,133,3
"1608","Nuer","South Sudan","1996-06-04","2013-12-19",1,44,3
"1609","Nuer","South Sudan","1996-06-04","2015-04-05",1,100,3
"1610","Lou Nuer","Sudan","1993-12-31","1993-12-31",1,1001,3
"1611","Lou Nuer","Sudan","1993-12-31","2009-05-08",1,71,3
"1612","Rizeigat Abbala","Sudan","1998-03-06","",0,100,3
"1613","Rizeigat Abbala","Sudan, Chad","1998-03-06","1999-08-31",1,300,3
"1614","Zaghawa","Sudan","1996-09-27","1996-11-08",1,166,3
"1615","Zaghawa","Sudan","1996-09-27","2017-10-17",1,31,3
"1616","Fur","Sudan","1989-04-30","1989-06-22",1,2000,3
"1617","SPLM/A - AH","Sudan","1993-08-03","1993-09-13",1,55,1
"1618","SPLM/A - WN","Sudan","1992-12-03","",0,40,1
"1619","SPLM/A - WN","Sudan","1992-12-03","1993-01-04",1,114,1
"1620","SSDF","Sudan","1991-10-08","",0,1002,1
"1621","SSDF","Sudan","1991-10-08","",0,1001,1
"1622","SSDF","Sudan","1991-10-08","",0,2732,1
"1623","SSDF","Sudan","1991-10-08","1994-10-22",1,150,1
"1624","SSDF","Sudan","1991-10-08","1997-12-31",1,200,1
"1625","SSDF","Sudan","1991-10-08","2002-06-19",1,82,1
"1626","SSUM/A","Sudan","2000-07-30","2000-09-01",1,390,1
"1627","UNRF II","Sudan","1997-03-02","1997-12-10",1,210,1
"1628","WNBF","Sudan","1995-06-02","",0,64,1
"1629","WNBF","Sudan","1995-06-02","",0,49,1
"1630","WNBF","Sudan","1995-06-02","1997-03-02",1,100,1
"1631","SSUM/A","Sudan","1998-01-17","",0,249,1
"1632","SSUM/A","Sudan","1998-01-17","1999-10-28",1,241,1
"1633","Tchokossi","Togo","1991-10-29","1991-10-29",1,31,3
"1634","Jie, Matheniko Karimojong","Uganda","2000-07-01","2000-07-01",1,48,3
"1635","Matheniko Karimojong","Uganda","1992-01-31","1999-09-10",1,352,3
"1636","Matheniko Karimojong, Turkana","Uganda","2000-07-02","2000-07-02",1,60,3
"1637","Jie","Uganda","2000-03-19","2000-07-23",1,135,3
"1638","Jie","Uganda","2000-03-19","2005-09-28",1,30,3
"1639","Jie","Uganda","2000-03-19","2009-11-03",1,38,3
"1640","Toposa, Turkana","Uganda","2000-02-01","2000-02-01",1,43,3
"1641","Karimojong","Uganda","2001-09-13","2001-09-13",1,32,3
"1642","Pokot","Uganda","1989-03-02","1998-07-01",1,134,3
"1643","Pokot","Uganda","1989-03-02","2000-04-28",1,60,3
"1644","Pokot","Uganda","1989-03-02","2003-01-06",1,53,3
"1645","Pokot","Uganda","1999-02-06","1999-02-06",1,36,3
"1646","Serbian Republic of Bosnia-Herzegovina","Serbia","1992-04-05","1992-04-23",1,144,1
"1647","SAO Eastern Slavonia, Baranja and Western Symria","Serbia","1991-06-26","1991-09-09",1,83,1
"1648","SAO Krajina","Serbia","1991-06-26","1991-09-16",1,189,1
"1649","Serbian Republic of Krajina","Serbia","1992-01-19","1992-04-21",1,35,1
"1650","Forces of Randy Karon","Philippines","2009-05-28","2009-07-27",1,44,1
"1651","Fulani","Nigeria","2009-12-06","2009-12-19",1,33,3
"1652","Supporters of Marc Ravalomanana","Madagascar","2009-01-26","2009-03-11",1,82,2
"1653","Hizbul Islam","Somalia","2009-10-01","",0,121,1
"1654","Hizbul Islam","Somalia","2009-10-01","2010-12-18",1,88,1
"1655","Shiluk","Sudan","2000-02-11","2009-11-11",1,121,3
"1656","Mundari","Sudan","2009-05-06","2009-05-24",1,41,3
"1657","Mundari","Sudan","2007-12-19","2009-10-07",1,37,3
"1658","Mundari","South Sudan","2007-12-19","2017-05-13",1,40,3
"1659","Mundari","Sudan","2009-11-15","2009-11-17",1,52,3
"1660","Awan Dinka","Sudan","2009-08-11","2009-08-11",1,30,3
"1661","Tarok","Nigeria","2004-03-08","2004-04-27",1,120,3
"1662","Tarok","Nigeria","2004-03-08","2013-11-10",1,118,3
"1663","Toposa","Sudan","1990-12-31","1990-12-31",1,35,3
"1664","ONLF","Ethiopia","2007-12-31","2007-12-31",1,40,1
"1665","Kounta","Mali","1999-07-14","1999-10-16",1,59,3
"1666","Hausa","Nigeria","1992-02-06","1992-05-16",1,582,3
"1667","Igbo, Yoruba","Nigeria","2001-10-13","2001-10-13",1,200,3
"1668","Matheniko Karimojong","Uganda","2005-03-31","2005-03-31",1,26,3
"1669","Supporters of Alassane Outtara","Ivory Coast","2000-10-26","2000-10-26",1,25,2
"1670","Supporters of Marc Ravalomanana","Madagascar","2002-02-26","2002-07-04",1,79,2
"1671","Senegalese","Senegal, Mauritania","1989-04-20","1989-04-30",1,221,3
"1672","Muslims","Nigeria","1991-04-22","",0,350,3
"1673","Muslims","Nigeria","1991-04-22","1992-03-13",1,200,3
"1674","Muslims","Nigeria","1991-04-22","2000-09-08",1,1853,3
"1675","Muslims","Nigeria","1991-04-22","2002-11-23",1,201,3
"1676","Muslims","Nigeria","1991-04-22","2004-11-12",1,1281,3
"1677","Muslims","Nigeria","1991-04-22","2006-02-24",1,141,3
"1678","Muslims","Nigeria","1991-04-22","",0,104,3
"1679","Muslims","Nigeria","1991-04-22","",0,880,3
"1680","Muslims","Nigeria","1991-04-22","2012-11-22",1,126,3
"1681","Muslims","Nigeria","1991-04-22","",0,336,3
"1682","Muslims","Nigeria","1991-04-22","",0,25,3
"1683","Muslims","Nigeria","1991-04-22","2016-12-25",1,120,3
"1684","Urhobo","Nigeria","1998-08-19","1998-08-19",1,50,3
"1685","Supporters of UNPP","Nigeria","2003-04-11","2003-04-11",1,31,2
"1686","Supporters of Roger Lafontant","Haiti","1991-01-07","1991-01-07",1,40,2
"1687","Uzbek","Russia","1989-06-06","1989-06-06",1,97,3
"1688","Uzbek","Russia","1990-06-04","1990-06-10",1,171,3
"1689","Uzbek","Kyrgyzstan","1990-06-04","2010-06-15",1,41,3
"1690","Taleban - Mola Khel faction","Afghanistan","1996-03-26","1996-03-26",1,30,1
"1691","Muslims","India","1989-03-31","",0,441,3
"1692","Muslims","India","1989-03-31","",0,1878,3
"1693","Muslims","India","1989-03-31","",0,96,3
"1694","Muslims","India","1989-03-31","1992-12-31",1,462,3
"1695","Muslims","India","1989-03-31","2002-12-24",1,60,3
"1696","Muslims","India","1989-03-31","2013-11-03",1,68,3
"1697","Muslims","Indonesia","1999-01-20","",0,504,3
"1698","Muslims","Indonesia","1999-01-20","2000-11-26",1,493,3
"1699","Muslims","Indonesia","1999-01-20","2002-09-21",1,26,3
"1700","Muslims","Indonesia","1999-01-20","2004-11-13",1,49,3
"1701","Tonakau","Papua New Guinea","1999-03-02","1999-03-12",1,60,3
"1702","Muslims","Philippines","1993-02-05","1993-12-26",1,43,3
"1703","Supporters of UNP","Sri Lanka","1994-07-28","1994-11-05",1,29,2
"1704","Santo Domingo Teojomulco","Mexico","2002-05-31","2002-05-31",1,26,3
"1705","Paite","India","1997-07-08","1997-12-21",1,136,3
"1706","PUK","Iraq","1992-10-04","1992-10-08",1,50,1
"1707","PUK","Iraq","1992-10-04","2000-12-04",1,92,1
"1708","PSP","Lebanon","1989-03-11","1989-05-02",1,31,1
"1709","TTP","Pakistan","2009-08-18","2009-12-22",1,27,1
"1710","TTP","Pakistan","2008-06-24","2009-10-06",1,101,1
"1711","Palipehutu-FNL","Burundi, Tanzania","1996-12-31","1997-07-06",1,224,1
"1712","Turkana","Uganda","2000-06-11","2000-06-11",1,70,3
"1713","Highlanders","Ethiopia","2004-01-30","2004-11-30",1,114,3
"1714","PUSIC","DR Congo","2003-03-04","2003-05-31",1,67,1
"1715","UPC","DR Congo","2003-05-06","2003-08-23",1,429,1
"1716","UPC","DR Congo","2003-03-06","2003-03-06",1,71,1
"1717","UPC","DR Congo","2002-08-14","2002-12-03",1,216,1
"1718","Tishana-Me’en","Ethiopia","2001-12-31","2001-12-31",1,34,3
"1719","Makahin","Ethiopia","2001-06-30","2001-06-30",1,32,3
"1720","Gabra","Kenya","1992-04-30","",0,68,3
"1721","Gabra","Kenya","1992-04-30","",0,74,3
"1722","Gabra","Kenya, Ethiopia","1992-04-30","2007-02-11",1,27,3
"1723","Gabra","Kenya","1992-04-30","2012-01-28",1,27,3
"1724","Samburu","Kenya","2006-04-30","2006-09-20",1,25,3
"1725","Samburu","Kenya","2006-04-30","2009-12-31",1,51,3
"1726","Turkana","Kenya","1992-12-31","1996-12-31",1,54,3
"1727","Turkana","Kenya","1992-12-31","2015-11-02",1,50,3
"1728","Mursi","Ethiopia","1991-05-31","1991-05-31",1,51,3
"1729","Mursi","Ethiopia","1991-05-31","1999-01-03",1,31,3
"1730","Nyangatom , Toposa","Kenya","1989-03-31","1989-03-31",1,60,3
"1731","Madurese","Indonesia","1999-02-25","1999-03-25",1,172,3
"1732","Somali","Kenya","1996-09-26","1996-09-26",1,40,3
"1733","Jie, Matheniko Karimojong, Turkana","Uganda","2000-07-11","2000-07-11",1,213,3
"1734","Forces of Omar Jess","Somalia","1997-03-11","",0,188,1
"1735","Forces of Omar Jess","Somalia","1997-03-11","1998-12-13",1,240,1
"1736","Los Zetas","Mexico","2010-01-31","",0,412,1
"1737","Los Zetas","Mexico","2010-01-31","",0,380,1
"1738","Los Zetas","Mexico","2010-01-31","",0,555,1
"1739","Los Zetas","Mexico","2010-01-31","",0,339,1
"1740","Los Zetas","Mexico","2010-01-31","",0,436,1
"1741","Los Zetas","Mexico","2010-01-31","",0,221,1
"1742","Los Zetas","Mexico","2010-01-31","",0,246,1
"1743","Los Zetas","Mexico","2010-01-31","2017-10-15",1,52,1
"1744","Beltrán Leyva Cartel - Valdez Villareal faction","Mexico","2010-01-09","2010-12-12",1,182,1
"1745","AQAP","Yemen","2010-11-24","2010-11-26",1,26,1
"1746","AQAP","Yemen","2010-11-24","2014-12-31",1,460,1
"1747","Sinaloa Cartel","Mexico","2010-03-28","",0,29,1
"1748","Sinaloa Cartel","Mexico","2010-03-28","",0,85,1
"1749","Sinaloa Cartel","Mexico","2010-03-28","",0,335,1
"1750","Sinaloa Cartel","Mexico","2010-03-28","",0,54,1
"1751","Sinaloa Cartel","Mexico","2010-03-28","2014-12-31",1,60,1
"1752","TTP","Pakistan","2010-02-18","2010-12-26",1,63,1
"1753","TTP - TA","Pakistan","2010-08-31","2010-11-05",1,74,1
"1754","TTP - MT","Pakistan","2010-02-17","2010-04-01",1,80,1
"1755","Mangal","Pakistan","2008-06-18","2010-10-04",1,165,3
"1756","Mara Salvatrucha","Honduras","1999-11-12","2010-10-30",1,49,1
"1757","Qubeys subclan","Somalia","2010-02-05","2010-08-30",1,88,3
"1758","Rek Dinka","Sudan","2010-02-20","2010-02-20",1,28,3
"1759","Rek Dinka","South Sudan","2010-02-20","2012-12-05",1,81,3
"1760","Puntland State of Somalia","Somalia","2010-07-26","",0,109,1
"1761","Puntland State of Somalia","Somalia","2010-07-26","",0,33,1
"1762","Puntland State of Somalia","Somalia","2010-07-26","2012-05-11",1,55,1
"1763","Nsadop","Nigeria","2010-10-30","2010-10-30",1,30,3
"1764","Ciek Dinka","Sudan","2010-04-25","2010-04-25",1,27,3
"1765","Hizbul Islam","Somalia","2009-12-27","2010-11-29",1,45,1
"1766","Fulani","Nigeria","2002-05-30","2002-12-29",1,48,3
"1767","Fulani","Nigeria","2002-05-30","",0,329,3
"1768","Fulani","Nigeria","2002-05-30","",0,112,3
"1769","Fulani","Nigeria","2002-05-30","",0,87,3
"1770","Fulani","Nigeria","2002-05-30","",0,58,3
"1771","Fulani","Nigeria","2002-05-30","",0,34,3
"1772","Fulani","Nigeria","2002-05-30","2015-09-14",1,117,3
"1773","Gabra","Kenya","1997-03-31","1997-03-31",1,100,3
"1774","Guéré","Ivory Coast","2001-05-07","",0,27,3
"1775","Guéré","Ivory Coast","2001-05-07","",0,155,3
"1776","Guéré","Ivory Coast","2001-05-07","2004-02-18",1,38,3
"1777","Guéré","Ivory Coast","2005-01-05","2005-06-06",1,35,3
"1778","Senufo","Ivory Coast","2005-05-26","2005-06-05",1,65,3
"1779","Garre","Ethiopia","2000-12-31","2000-12-31",1,37,3
"1780","Garre","Kenya","2000-12-31","",0,30,3
"1781","Garre","Kenya","2000-12-31","",0,57,3
"1782","Garre","Kenya","2000-12-31","2014-10-04",1,77,3
"1783","Jie, Matheniko Karimojong","Uganda","2000-07-22","2000-07-22",1,33,3
"1784","Olmoro","Nigeria","1999-11-16","1999-11-16",1,47,3
"1785","Garre subclan of Digil clan","Somalia","2001-12-01","2001-12-02",1,25,3
"1786","Forces of Yussuf Hajji Nur","Somalia","2001-08-06","2001-08-06",1,42,1
"1787","Muslims","Egypt","1995-08-13","2011-08-08",1,31,3
"1788","SVA","Somalia","2011-01-26","2011-11-04",1,36,1
"1789","Malinké","Ivory Coast","2011-01-07","2011-01-07",1,33,3
"1790","FDLR","DR Congo","2011-11-26","",0,26,1
"1791","FDLR","DR Congo","2011-11-26","2012-01-20",1,35,1
"1792","MILF","Philippines","2011-08-09","2011-11-20",1,31,1
"1793","Supporters of al-Assad","Syria","2011-07-17","2011-07-17",1,30,2
"1794","Malinké","Guinea","2011-05-04","2011-05-04",1,25,3
"1795","Lashkar of Zakakhel tribe","Pakistan","2011-03-21","",0,128,1
"1796","Lashkar of Zakakhel tribe","Pakistan","2011-03-21","2012-12-05",1,93,1
"1797","TTP - TA","Pakistan","2011-01-20","",0,41,1
"1798","TTP - TA","Pakistan","2011-01-20","2012-03-05",1,30,1
"1799","UFDR","Central African Republic","2011-09-12","2011-09-29",1,53,1
"1800","Turkana","Kenya","2011-10-14","2011-12-31",1,29,3
"1801","Sayawa","Nigeria","2011-01-26","2011-05-06",1,40,3
"1802","Ezza","Nigeria","2008-05-30","2011-12-31",1,50,3
"1803","Tiv","Nigeria","2005-04-10","",0,181,3
"1804","Tiv","Nigeria","2005-04-10","",0,112,3
"1805","Tiv","Nigeria","2005-04-10","",0,198,3
"1806","Tiv","Nigeria","2005-04-10","",0,101,3
"1807","Tiv","Nigeria","2005-04-10","",0,67,3
"1808","Tiv","Nigeria","2005-04-10","",0,224,3
"1809","Tiv","Nigeria","2005-04-10","",0,68,3
"1810","Ngok Dinka","Sudan","2011-01-09","2011-04-30",1,212,3
"1811","Ngok Dinka","Sudan","2011-01-09","",0,55,3
"1812","Ngok Dinka","Sudan","2011-01-09","2015-06-10",1,47,3
"1813","Thiyic Dinka","Sudan, South Sudan","2011-04-24","2011-10-14",1,95,3
"1814","Jur Beli","Sudan","2011-02-10","2011-04-05",1,43,3
"1815","TTP","Pakistan","2011-01-06","2011-07-28",1,79,1
"1816","Los Caballeros Templarios","Mexico","2011-01-16","",0,100,1
"1817","Los Caballeros Templarios","Mexico","2011-01-16","2012-09-16",1,52,1
"1818","Los Zetas","Mexico","2011-09-20","",0,101,1
"1819","Los Zetas","Mexico","2011-09-20","2012-06-12",1,30,1
"1820","Los Zetas","Mexico","2011-09-20","",0,558,1
"1821","Los Zetas","Mexico","2011-09-20","",0,98,1
"1822","Los Zetas","Mexico","2011-09-20","",0,200,1
"1823","Los Zetas","Mexico","2011-09-20","2017-12-26",1,147,1
"1824","La Barredora","Mexico","2011-01-08","2011-10-15",1,111,1
"1825","La Barredora","Mexico","2011-01-08","2015-12-12",1,754,1
"1826","La Barredora","Mexico","2011-01-08","2017-07-06",1,28,1
"1827","La Resistencia","Mexico","2011-02-12","2011-08-04",1,33,1
"1828","TTP","Pakistan","2011-08-16","2011-08-19",1,69,1
"1829","ULIMO","Liberia","1991-10-30","1993-12-31",1,99,1
"1830","RUF","Sierra Leone","1993-12-25","1995-12-31",1,40,1
"1831","Deewell","Nigeria","2005-01-30","2006-12-31",1,34,1
"1832","Deewell","Nigeria","2005-01-30","2015-07-30",1,29,1
"1833","Outlaws","Nigeria","2007-07-01","2007-08-31",1,100,1
"1834","Eggon","Nigeria","2012-06-01","",0,60,3
"1835","Eggon","Nigeria","2012-06-01","2013-10-01",1,35,3
"1836","NDV","Nigeria","2003-12-31","2012-09-05",1,48,1
"1837","NDV","Nigeria","2003-12-31","2016-09-26",1,36,1
"1838","Lashkar of Akakhel tribe","Pakistan","2012-06-04","2012-10-24",1,33,1
"1839","Zeme Naga","India","2009-03-20","2009-08-17",1,70,3
"1840","Supporters of al-Masry football team","Egypt","2012-02-01","2012-02-01",1,74,2
"1841","UTO","Tajikistan","1992-06-20","1992-09-06",1,387,1
"1842","Mashashia","Libya","2012-06-12","2012-06-17",1,78,3
"1843","Isongo-furo","Nigeria","2000-05-05","2002-07-20",1,39,3
"1844","Forces of Edu","Nigeria","2005-12-31","2005-12-31",1,62,1
"1845","Sunni","Lebanon","2012-02-10","",0,52,3
"1846","Sunni","Lebanon","2012-02-10","",0,67,3
"1847","Sunni","Lebanon","2012-02-10","2014-03-26",1,36,3
"1848","RCD","DR Congo","1998-09-14","1998-09-23",1,47,1
"1849","RCD","DR Congo","1999-01-31","",0,91,1
"1850","RCD","DR Congo","1999-01-31","2000-04-07",1,30,1
"1851","Banyamulenge","DR Congo","1998-08-23","1998-08-23",1,250,3
"1852","Pokomo","Kenya","2012-03-11","2012-12-21",1,160,3
"1853","Fulani","Mali","2012-05-25","2012-05-25",1,30,3
"1854","Fulani","Mali","2012-05-25","",0,31,3
"1855","CMA","Mali","2012-06-27","2012-06-27",1,26,1
"1856","MUJAO, Signed-in-Blood Battalion","Mali","2012-11-15","2012-11-19",1,25,1
"1857","M23","DR Congo","2012-10-25","2012-10-25",1,30,1
"1858","Luac Jang Dinka","South Sudan","2012-01-28","2012-03-25",1,87,3
"1859","Dinka","South Sudan","2012-12-16","2012-12-19",1,28,3
"1860","Raia Mutomboki","DR Congo","2011-08-16","2012-08-31",1,179,1
"1861","Kpelle","Guinea","2013-07-15","2013-07-17",1,98,3
"1862","Southern Sudanese","Sudan","2005-08-03","2005-08-03",1,130,3
"1863","Salamat Baggara","Sudan","2007-01-08","2017-05-10",1,41,3
"1864","Junbish-i Milli-yi Islami","Afghanistan","1995-02-20","1998-03-19",1,101,1
"1865","Hizb-i Islami-yi Afghanistan","Afghanistan","1995-09-30","1995-10-29",1,40,1
"1866","NSCN-K-K","India","2011-12-22","2012-12-17",1,54,1
"1867","Uighur","China","2009-06-26","2009-07-07",1,187,3
"1868","Muslims","Myanmar","2001-02-16","2001-05-23",1,37,3
"1869","Muslims","Myanmar","2001-02-16","",0,114,3
"1870","Muslims","Myanmar","2001-02-16","2013-09-30",1,50,3
"1871","Supporters of Jamaat-e-Islami","Bangladesh","1990-06-24","2013-12-17",1,31,2
"1872","Pashtun","Pakistan","1989-03-14","1989-08-20",1,47,3
"1873","Sindhi","Pakistan","1989-01-25","",0,67,3
"1874","Sindhi","Pakistan","1989-01-25","1990-07-15",1,252,3
"1875","Meher","Pakistan","1990-06-27","1990-06-27",1,28,3
"1876","Bodo","India","1989-08-12","1989-08-12",1,120,3
"1877","Supporters of PPP","Pakistan","1990-02-14","1990-04-14",1,26,2
"1878","Oatizai","Pakistan","1992-09-18","1992-09-18",1,50,3
"1879","Supporters of Zulfikar Ali Khan Magsi","Pakistan","1992-09-26","1993-10-21",1,33,2
"1880","TTP","Pakistan","2009-07-04","2009-11-15",1,53,1
"1881","Tawheed ul-Islam","Pakistan","2012-03-02","2012-11-20",1,39,1
"1882","Bodo","India","2012-07-20","2012-11-12",1,73,3
"1883","Eyie","Nigeria","2002-02-15","2011-10-27",1,31,1
"1884","Eyie","Nigeria","2002-02-15","2013-09-10",1,39,1
"1885","Eyie","Nigeria","2002-02-15","",0,32,1
"1886","Eyie","Nigeria","2002-02-15","",0,52,1
"1887","Eyie","Nigeria","2002-02-15","2017-12-24",1,25,1
"1888","Maphite","Nigeria","2007-03-02","2015-09-21",1,25,1
"1889","Republic of Somaliland","Somalia","2012-01-15","2012-11-28",1,158,1
"1890","Kambrip","Papua New Guinea","2012-06-14","2012-11-29",1,57,3
"1891","Los Caballeros Templarios","Mexico","2012-02-16","",0,68,1
"1892","Los Caballeros Templarios","Mexico","2012-02-16","",0,129,1
"1893","Los Caballeros Templarios","Mexico","2012-02-16","2014-12-31",1,184,1
"1894","Sinaloa Cartel","Mexico","2008-04-18","2008-07-04",1,54,1
"1895","Sinaloa Cartel","Mexico","2008-04-18","",0,48,1
"1896","Sinaloa Cartel","Mexico","2008-04-18","",0,32,1
"1897","Sinaloa Cartel","Mexico","2008-04-18","2016-12-31",1,68,1
"1898","Los Zetas - Old School Zetas faction","Mexico","2016-02-28","2016-09-28",1,43,1
"1899","Los Rojos","Mexico","2012-09-08","",0,164,1
"1900","Los Rojos","Mexico","2012-09-08","2015-12-20",1,72,1
"1901","Supporters of Morsi","Egypt","2012-11-25","2013-12-30",1,119,2
"1902","Los Zetas - Velazquez Caballero faction","Mexico","2012-06-11","2012-09-17",1,77,1
"1903","Fulani, Hausa","Nigeria","2001-12-30","2010-01-20",1,333,3
"1904","Muslims","Central African Republic","2007-03-14","",0,47,3
"1905","Muslims","Central African Republic","2007-03-14","",0,459,3
"1906","Muslims","Central African Republic","2007-03-14","2015-12-01",1,108,3
"1907","Panyon Dinka","South Sudan","2012-11-06","2013-01-18",1,25,3
"1908","Berti","Sudan","2012-08-16","2015-07-05",1,127,3
"1909","Mayi Mayi","DR Congo","2001-04-25","2001-07-24",1,27,1
"1910","PWG","India","2000-10-01","2000-12-28",1,27,1
"1911","CMA","Mali","2012-04-02","2015-12-25",1,42,1
"1912","CMA","Mali","2012-03-15","2012-03-25",1,31,1
"1913","Tripura Tribal Communities","India","1999-02-04","2000-11-19",1,85,3
"1914","NURTW-Tokyo","Nigeria","2011-05-30","2011-06-04",1,27,1
"1915","NLFT","Bangladesh","2000-06-19","2000-09-03",1,74,1
"1916","Yan Gora","Nigeria","2013-07-25","",0,92,1
"1917","Yan Gora","Nigeria","2013-07-25","",0,493,1
"1918","Yan Gora","Nigeria","2013-07-25","2015-02-17",1,39,1
"1919","Yan Gora","Nigeria","2013-07-25","2017-10-12",1,94,1
"1920","Tamil","Sri Lanka","1989-04-12","1989-05-25",1,25,3
"1921","Fulani","Nigeria","2013-03-19","2013-09-02",1,77,3
"1922","Jukun","Nigeria","2013-02-23","2013-05-03",1,70,3
"1923","Bihari","India","2003-11-15","2003-12-08",1,55,3
"1924","Tiv","Nigeria","2013-06-04","2013-06-13",1,42,3
"1925","M23-R","DR Congo","2013-02-24","2013-03-16",1,41,1
"1926","NDC","DR Congo","2013-04-28","2013-10-11",1,66,1
"1927","Jabhat Fateh al-Sham","Lebanon","2013-12-21","",0,33,1
"1928","Jabhat Fateh al-Sham","Syria, Lebanon","2013-12-21","",0,67,1
"1929","Jabhat Fateh al-Sham","Lebanon","2013-12-21","2015-12-09",1,46,1
"1930","Fulani","Nigeria","2013-04-20","2013-11-09",1,136,3
"1931","Fulani","Nigeria","2013-04-20","",0,168,3
"1932","Fulani","Nigeria","2013-04-20","2016-03-10",1,154,3
"1933","PYD","Syria","2012-10-27","2012-10-27",1,30,1
"1934","PYD","Syria","2012-11-19","2012-11-20",1,29,1
"1935","Hezbollah","Lebanon","2013-08-15","2013-08-15",1,26,1
"1936","FPRC","Central African Republic","2013-08-26","",0,281,1
"1937","FPRC","Central African Republic","2013-08-26","2014-10-07",1,488,1
"1938","FPRC","Central African Republic","2013-08-26","2017-10-22",1,54,1
"1939","Rizeigat Abbala","Sudan","2013-01-09","",0,311,3
"1940","Rizeigat Abbala","Sudan","2013-01-09","2014-08-28",1,76,3
"1941","Awlad Metanin  , Awlad Serur (Misseriya)","Sudan","2013-01-06","2013-01-06",1,80,3
"1942","Gimir","Sudan","2013-03-01","2013-06-24",1,177,3
"1943","TTP","Pakistan","2013-01-28","2013-03-19",1,211,1
"1944","Salamat Baggara","Sudan","2013-04-11","",0,456,3
"1945","Salamat Baggara","Sudan","2013-04-11","2014-06-21",1,57,3
"1946","Salamat Baggara","Sudan","2013-04-11","2017-06-12",1,32,3
"1947","Ma'aliyah","Sudan","2013-12-05","",0,38,3
"1948","Ma'aliyah","Sudan","2013-12-05","2014-07-01",1,52,3
"1949","Fulani","Nigeria","2013-01-10","2014-11-23",1,202,3
"1950","Tiv","Nigeria","2013-04-09","2015-05-03",1,64,3
"1951","Ntan Obu-Ukpe","Nigeria","2012-05-31","2012-05-31",1,41,3
